id|language|text
O000511_17569|EU|17569-OTROS SERVICIOS DE MEDIACION DEL TTE.
O000511_1757|ES|1757 -SERVICIOS DE MUDANZAS
O000511_1757|EU|1757 -SERVICIOS DE MUDANZAS
O000511_1761|ES|1761 -SERVICIOS TELEFONICOS
O000511_1761|EU|1761 -SERVICIOS TELEFONICOS
O000511_17611|ES|17611-SERVICIO DE TELEFONÍA FIJA
O000511_17611|EU|17611-SERVICIO DE TELEFONÍA FIJA
O000511_17612|ES|17612-SERVICIO DE TELEFONÍA MÓVIL
O000511_17612|EU|17612-SERVICIO DE TELEFONÍA MÓVIL
O000511_17613|ES|17613-SERV. TELEFONICOS USOS ESPECIALES
O000511_17613|EU|17613-SERV. TELEFONICOS USOS ESPECIALES
O000511_1769|ES|1769 -OTROS SERVICIOS DE TELECOMUNICACION
O000511_1769|EU|1769 -OTROS SERVICIOS DE TELECOMUNICACION
O000511_17691|ES|17691-TELECOMUNICACION MOVIL
O000511_17691|EU|17691-TELECOMUNICACION MOVIL
O000511_17692|ES|17692-TELETRANSMISION DE DATOS
O000511_17692|EU|17692-TELETRANSMISION DE DATOS
O000511_17693|ES|17693-TELECOMUNICACION VIA SATELITE
O000511_17693|EU|17693-TELECOMUNICACION VIA SATELITE
O000511_17699|ES|17699-OTROS SERV. PRIVADOS TELECOMUNICACION
O000511_17699|EU|17699-OTROS SERV. PRIVADOS TELECOMUNICACION
O000511_1811|ES|1811 -BANCA
O000511_1811|EU|1811 -BANCA
O000511_1812|ES|1812 -CAJAS DE AHORRO
O000511_1812|EU|1812 -CAJAS DE AHORRO
O000511_18191|ES|18191-INSTITUCIONES DE CREDITO
O000511_18191|EU|18191-INSTITUCIONES DE CREDITO
O000511_18192|ES|18192-ESTABLECIMIENTOS FINANCIEROS DE CREDITO
O000511_18192|EU|18192-ESTABLECIMIENTOS FINANCIEROS DE CREDITO
O000511_18193|ES|18193-ESTABLEC. FINANCIEROS DE CREDITO CON ACTIVIDAD DE PRESTAMO Y CREDITO
O000511_18193|EU|18193-ESTABLEC. FINANCIEROS DE CREDITO CON ACTIVIDAD DE PRESTAMO Y CREDITO
O000511_18194|ES|18194-ESTABLEC. FINANCIEROS DE CREDITO CON ACTIVIDAD DE  FACTORING 
O000511_18194|EU|18194-ESTABLEC. FINANCIEROS DE CREDITO CON ACTIVIDAD DE  FACTORING 
O000511_18195|ES|18195-ESTABLEC. FINANCIEROS CREDITO CON ACTIVIDAD ARRENDAMIENTO FINANCIERO
O000511_18195|EU|18195-ESTABLEC. FINANCIEROS CREDITO CON ACTIVIDAD ARRENDAMIENTO FINANCIERO
O000511_18196|ES|18196-EntidadES DE CAMBIO DE MONEDA
O000511_18196|EU|18196-EntidadES DE CAMBIO DE MONEDA
O000511_18199|ES|18199-OTRAS EntidadES FINANCIERAS NCOP
O000511_18199|EU|18199-OTRAS EntidadES FINANCIERAS NCOP
O000511_1821|ES|1821 -EntidadES ASEGURADORES DE VIDA Y CAPIT.
O000511_1821|EU|1821 -EntidadES ASEGURADORES DE VIDA Y CAPIT.
O000511_18211|ES|18211-SEGUROS DE VIDA
O000511_18211|EU|18211-SEGUROS DE VIDA
O000511_18212|ES|18212-SEGUROS DE CAPITALIZACION
O000511_18212|EU|18212-SEGUROS DE CAPITALIZACION
O000511_18213|ES|18213-SEGUROS MIXTOS DE VIDA Y CAPITALIZACION
O000511_18213|EU|18213-SEGUROS MIXTOS DE VIDA Y CAPITALIZACION
O000511_1822|ES|1822 -ASEGURADORAS DE ENFERMEDAD Y RIESGOS
O000511_1822|EU|1822 -ASEGURADORAS DE ENFERMEDAD Y RIESGOS
O000511_18221|ES|18221-SEGUROS DE ASISTENCIA SANITARIA
O000511_18221|EU|18221-SEGUROS DE ASISTENCIA SANITARIA
O000511_18222|ES|18222-SEGUROS DE ENTIERRO
O000511_18222|EU|18222-SEGUROS DE ENTIERRO
O000511_18223|ES|18223-SEGUROS DE DAÑOS MATERIALES
O000511_18223|EU|18223-SEGUROS DE DAÑOS MATERIALES
O000511_18224|ES|18224-SEGUROS DE TRANSPORTES
O000511_18224|EU|18224-SEGUROS DE TRANSPORTES
O000511_18229|ES|18229-OTROS SEGUROS
O000511_18229|EU|18229-OTROS SEGUROS
O000511_1823|ES|1823 -OTRAS EntidadES ASEGURADORAS
O000511_1823|EU|1823 -OTRAS EntidadES ASEGURADORAS
O000511_18311|ES|18311-SERV.COMPRA-VTA. DE VALORES MOBILIARIOS
O000511_18311|EU|18311-SERV.COMPRA-VTA. DE VALORES MOBILIARIOS
O000511_18312|ES|18312-SER. FINANC. CONTRATACION PRODUCTOS
O000511_18312|EU|18312-SER. FINANC. CONTRATACION PRODUCTOS
O000511_18313|ES|18313-SERV. DE COMPENSACION BANCARIA
O000511_18313|EU|18313-SERV. DE COMPENSACION BANCARIA
O000511_18319|ES|18319-OTROS SERVICIOS FINANCIEROS NCOP
O000511_18319|EU|18319-OTROS SERVICIOS FINANCIEROS NCOP
O000511_18321|ES|18321-AGENCIAS DE SEGUROS Y CORREDURIAS
O000511_18321|EU|18321-AGENCIAS DE SEGUROS Y CORREDURIAS
O000511_18322|ES|18322-SERV. TASACION Y TARIFICACION SEGUROS
O000511_18322|EU|18322-SERV. TASACION Y TARIFICACION SEGUROS
O000511_18329|ES|18329-OTROS SERV. AUXILIARES DE SEGUROS
O000511_18329|EU|18329-OTROS SERV. AUXILIARES DE SEGUROS
O000511_1833|ES|1833 -PROMOCION INMOBILIARIA
O000511_1833|EU|1833 -PROMOCION INMOBILIARIA
O000511_18331|ES|18331-PROMOCION DE TERRENOS
O000511_18331|EU|18331-PROMOCION DE TERRENOS
O000511_18332|ES|18332-PROMOCION DE EDIFICACIONES
O000511_18332|EU|18332-PROMOCION DE EDIFICACIONES
O000511_1834|ES|1834 -SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA
O000511_1834|EU|1834 -SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA
O000511_1841|ES|1841 -SERVICIOS JURIDICOS
O000511_1841|EU|1841 -SERVICIOS JURIDICOS
O000511_1842|ES|1842 -SERVICIOS FINANCIEROS Y CONTABLES
O000511_1842|EU|1842 -SERVICIOS FINANCIEROS Y CONTABLES
O000511_18431|ES|18431-SERVICIOS TECNICOS DE INGENIERIA
O000511_18431|EU|18431-SERVICIOS TECNICOS DE INGENIERIA
O000511_18432|ES|18432-SERV. TEC. DE ARQUITECTURA
O000511_18432|EU|18432-SERV. TEC. DE ARQUITECTURA
O000511_18433|ES|18433-SERV. TEC. PROSPECCIONES Y GEOLOGIA
O000511_18433|EU|18433-SERV. TEC. PROSPECCIONES Y GEOLOGIA
O000511_18434|ES|18434-SERV. TECNICOS DE TOPOGRAFIA
O000511_18434|EU|18434-SERV. TECNICOS DE TOPOGRAFIA
O000511_18435|ES|18435-SERV. TECNICOS DE DELINEACION
O000511_18435|EU|18435-SERV. TECNICOS DE DELINEACION
O000511_18436|ES|18436-INSPECCION TECNICA DE VEHICULOS
O000511_18436|EU|18436-INSPECCION TECNICA DE VEHICULOS
O000511_18439|ES|18439-OTROS SERVICIOS TECNICOS NCOP
O000511_18439|EU|18439-OTROS SERVICIOS TECNICOS NCOP
O000511_1844|ES|1844 -SERVICIOS PUBLICIDAD, RELACIONES PUBLIC.
O000511_1844|EU|1844 -SERVICIOS PUBLICIDAD, RELACIONES PUBLIC.
O000511_1845|ES|1845 -EXPLOTACION ELECTRONICA POR TERCEROS
O000511_1845|EU|1845 -EXPLOTACION ELECTRONICA POR TERCEROS
O000511_1846|ES|1846 -EMPRESAS DE ESTUDIO DE MERCADO
O000511_1846|EU|1846 -EMPRESAS DE ESTUDIO DE MERCADO
O000511_1847|ES|1847 -SERVICIOS INTEGRALES DE CORREOS Y TELECOMUNICACIONES
O000511_1847|EU|1847 -SERVICIOS INTEGRALES DE CORREOS Y TELECOMUNICACIONES
O000511_18491|ES|18491-COBROS DE DEUDAS Y CONFECCION FACTURAS
O000511_18491|EU|18491-COBROS DE DEUDAS Y CONFECCION FACTURAS
O000511_18492|ES|18492-SERV. MECANOGRAFICOS, TAQUIGRAFICOS, ETC
O000511_18492|EU|18492-SERV. MECANOGRAFICOS, TAQUIGRAFICOS, ETC
O000511_18493|ES|18493-SERV. TRADUCCION Y SIMILARES
O000511_18493|EU|18493-SERV. TRADUCCION Y SIMILARES
O000511_18494|ES|18494-SERV. CUSTODIA, SEGURIDAD Y PROTECCION
O000511_18494|EU|18494-SERV. CUSTODIA, SEGURIDAD Y PROTECCION
O000511_18495|ES|18495-SERVICIOS DE RECADERIA
O000511_18495|EU|18495-SERVICIOS DE RECADERIA
O000511_18496|ES|18496-SERV.COLOCACION Y SUMINISTRO DE PERSONAL
O000511_18496|EU|18496-SERV.COLOCACION Y SUMINISTRO DE PERSONAL
O000511_18497|ES|18497-SERV. GESTION ADMINISTRATIVA
O000511_18497|EU|18497-SERV. GESTION ADMINISTRATIVA
O000511_18498|ES|18498-MULTISERVICIOS INTENSIVOS EN PERSONAL
O000511_18498|EU|18498-MULTISERVICIOS INTENSIVOS EN PERSONAL
O000511_18499|ES|18499-OTROS SERVICIOS INDEPENDIENTES NCOP
O000511_18499|EU|18499-OTROS SERVICIOS INDEPENDIENTES NCOP
O000511_1851|ES|1851 -ALQUILER MAQUINARIA Y EQUIPO AGRICOLA
O000511_1851|EU|1851 -ALQUILER MAQUINARIA Y EQUIPO AGRICOLA
O000511_1852|ES|1852 -ALQUILER MAQUINARIA Y EQUIP. CONSTRUCC.
O000511_1852|EU|1852 -ALQUILER MAQUINARIA Y EQUIP. CONSTRUCC.
O000511_1853|ES|1853 -ALQUILER MAQ. Y EQUIPO CONTABLE
O000511_1853|EU|1853 -ALQUILER MAQ. Y EQUIPO CONTABLE
O000511_18541|ES|18541-ALQUILER AUTOMOVILES SIN CONDUCTOR
O000511_18541|EU|18541-ALQUILER AUTOMOVILES SIN CONDUCTOR
O000511_18542|ES|18542-ALQUILER AUTO. SIN CONDUCTOR REGIMEN DE RENTING
O000511_18542|EU|18542-ALQUILER AUTO. SIN CONDUCTOR REGIMEN DE RENTING
O000511_1855|ES|1855 -ALQUILER OTROS MEDIOS TTE. SIN CONDUCTOR
O000511_1855|EU|1855 -ALQUILER OTROS MEDIOS TTE. SIN CONDUCTOR
O000511_18551|ES|18551-ALQUILER DE AERONAVES DE TODAS CLASES
O000511_18551|EU|18551-ALQUILER DE AERONAVES DE TODAS CLASES
O000511_18552|ES|18552-ALQUILER DE EMBARCACIONES
O000511_18552|EU|18552-ALQUILER DE EMBARCACIONES
O000511_18553|ES|18553-ALQUILER DE BICICLETAS
O000511_18553|EU|18553-ALQUILER DE BICICLETAS
O000511_18559|ES|18559-ALQUILER DE OTROS MEDIOS DE TRANSPORTE N.C.O.P.
O000511_18559|EU|18559-ALQUILER DE OTROS MEDIOS DE TRANSPORTE N.C.O.P.
O000511_18561|ES|18561-ALQUILER DE BIENES DE CONSUMO
O000511_18561|EU|18561-ALQUILER DE BIENES DE CONSUMO
O000511_18562|ES|18562-ALQUILER DE PELICULAS DE VIDEO
O000511_18562|EU|18562-ALQUILER DE PELICULAS DE VIDEO
O000511_18571|ES|18571-ALQUILER DE APARATOS DE MEDIDA
O000511_18571|EU|18571-ALQUILER DE APARATOS DE MEDIDA
O000511_18572|ES|18572-SERV.DE PESA A MEDIDA SIN ALQUILER
O000511_18572|EU|18572-SERV.DE PESA A MEDIDA SIN ALQUILER
O000511_18573|ES|18573-ALQUILER CONTADORES PARA AUTOMOVILES
O000511_18573|EU|18573-ALQUILER CONTADORES PARA AUTOMOVILES
O000511_18574|ES|18574-ALQUILER,LECTURA,CONTADORES AGUA,LUZ,...
O000511_18574|EU|18574-ALQUILER,LECTURA,CONTADORES AGUA,LUZ,...
O000511_18575|ES|18575-LECTURA Y CONSERVAC. CONTADORES,A TANTO
O000511_18575|EU|18575-LECTURA Y CONSERVAC. CONTADORES,A TANTO
O000511_18576|ES|18576-ALQUILER LECTURA Y CONSERVACION DE CONTADORES DE GAS
O000511_18576|EU|18576-ALQUILER LECTURA Y CONSERVACION DE CONTADORES DE GAS
O000511_18577|ES|18577-LECTURA Y CONSERVACION POR UN TANTO ALZADO DE CONTADORES GAS
O000511_18577|EU|18577-LECTURA Y CONSERVACION POR UN TANTO ALZADO DE CONTADORES GAS
O000511_18578|ES|18578-ALQUILER LECTURA Y CONSERVACION DE CONTADORES DE AGUA
O000511_18578|EU|18578-ALQUILER LECTURA Y CONSERVACION DE CONTADORES DE AGUA
O000511_18579|ES|18579-LECTURA Y CONSERVACION POR UN TANTO ALZADO DE CONTADORES AGUA
O000511_18579|EU|18579-LECTURA Y CONSERVACION POR UN TANTO ALZADO DE CONTADORES AGUA
O000511_1859|ES|1859 -ALQUILER OTROS BIENES MUEBLES NCOP
O000511_1859|EU|1859 -ALQUILER OTROS BIENES MUEBLES NCOP
O000511_18611|ES|18611-ALQUILER DE VIVIENDAS
O000511_18611|EU|18611-ALQUILER DE VIVIENDAS
O000511_18612|ES|18612-ALQUILER LOCALES INDUSTRIALES
O000511_18612|EU|18612-ALQUILER LOCALES INDUSTRIALES
O000511_1862|ES|1862 -ALQUILER INMUEBLES RUSTICOS
O000511_1862|EU|1862 -ALQUILER INMUEBLES RUSTICOS
O000511_1911|ES|1911 -SERVICIOS AGRICOLAS Y GANADEROS
O000511_1911|EU|1911 -SERVICIOS AGRICOLAS Y GANADEROS
O000511_1912|ES|1912 -SERVICIOS FORESTALES
O000511_1912|EU|1912 -SERVICIOS FORESTALES
O000511_1913|ES|1913 -SERV. RELACIONADOS PESCA Y ACUICULTURA
O000511_1913|EU|1913 -SERV. RELACIONADOS PESCA Y ACUICULTURA
O000511_19211|ES|19211-SERV. LIMPIEZA VIARIA Y JARDINES
O000511_19211|EU|19211-SERV. LIMPIEZA VIARIA Y JARDINES
O000511_19212|ES|19212-SERV. RECOGIDA DE BASURAS Y DESECHOS
O000511_19212|EU|19212-SERV. RECOGIDA DE BASURAS Y DESECHOS
O000511_19213|ES|19213-EXTERMINIO ANIMALES DAÑINOS Y DESIFECC.
O000511_19213|EU|19213-EXTERMINIO ANIMALES DAÑINOS Y DESIFECC.
O000511_19214|ES|19214-SERV.ALCANTARILLADO, EVACUACION AGUAS
O000511_19214|EU|19214-SERV.ALCANTARILLADO, EVACUACION AGUAS
O000511_19215|ES|19215-SERVICIOS INCINERACION, ELIM. BASURAS
O000511_19215|EU|19215-SERVICIOS INCINERACION, ELIM. BASURAS
O000511_19216|ES|19216-SERV.PROTECCION Y ACONDIC. AMBIENTAL
O000511_19216|EU|19216-SERV.PROTECCION Y ACONDIC. AMBIENTAL
O000511_19217|ES|19217-SERV. PROTECCION CONTRA INCENDIOS
O000511_19217|EU|19217-SERV. PROTECCION CONTRA INCENDIOS
O000511_19218|ES|19218-SERV. ADMON. CEMENTERIOS
O000511_19218|EU|19218-SERV. ADMON. CEMENTERIOS
O000511_19219|ES|19219-OTROS SERV. MANTENIMIENTO NCOP
O000511_19219|EU|19219-OTROS SERV. MANTENIMIENTO NCOP
O000511_1922|ES|1922 -SERVICIOS DE LIMPIEZA
O000511_1922|EU|1922 -SERVICIOS DE LIMPIEZA
O000511_19221|ES|19221-SERV. LIMPIEZA INTERIORES
O000511_19221|EU|19221-SERV. LIMPIEZA INTERIORES
O000511_19222|ES|19222-SERV. ESPECIALIZADOS DE LIMPIEZA
O000511_19222|EU|19222-SERV. ESPECIALIZADOS DE LIMPIEZA
O000511_19311|ES|19311-ENSEÑANZA EDUCACION PREESCOLAR
O000511_19311|EU|19311-ENSEÑANZA EDUCACION PREESCOLAR
O000511_19312|ES|19312-ENSEÑANZA EDUCACION BASICA: EDUCACION Y/O E.S.O., EXCLUSIVAMENTE
O000511_19312|EU|19312-ENSEÑANZA EDUCACION BASICA: EDUCACION Y/O E.S.O., EXCLUSIVAMENTE
O000511_19313|ES|19313-ENSEÑANZA BACHILLER., F.P., Y C.O.U. Y CICLOS FORM. F.P., EXCLUSIVAMEN
O000511_19313|EU|19313-ENSEÑANZA BACHILLER., F.P., Y C.O.U. Y CICLOS FORM. F.P., EXCLUSIVAMEN
O000511_19314|ES|19314-ENSEÑANZA REGLADA (PREESC,EGB,BUP,FP,COU
O000511_19314|EU|19314-ENSEÑANZA REGLADA (PREESC,EGB,BUP,FP,COU
O000511_19315|ES|19315-ENSEÑANZA DE EDUCACION SUPERIOR
O000511_19315|EU|19315-ENSEÑANZA DE EDUCACION SUPERIOR
O000511_19316|ES|19316-ENSEÑANZAS DE REGIMEN ESPECIAL (ARTISTICA,IDIOMAS)
O000511_19316|EU|19316-ENSEÑANZAS DE REGIMEN ESPECIAL (ARTISTICA,IDIOMAS)
O000511_19321|ES|19321-ENSEÑANZA FORMACION PROF. NO SUPERIOR
O000511_19321|EU|19321-ENSEÑANZA FORMACION PROF. NO SUPERIOR
O000511_19322|ES|19322-ENSEÑANZA FORM. PROFESIONAL SUPERIOR
O000511_19322|EU|19322-ENSEÑANZA FORM. PROFESIONAL SUPERIOR
O000511_19331|ES|19331-ENSEÑANZA CONDUCCION VEHICULOS
O000511_19331|EU|19331-ENSEÑANZA CONDUCCION VEHICULOS
O000511_19332|ES|19332-PROMOCION DE CURSOS Y ESTUDIOS EN EL EXTRANJERO
O000511_19332|EU|19332-PROMOCION DE CURSOS Y ESTUDIOS EN EL EXTRANJERO
O000511_19339|ES|19339-OTROS ACTIV. ENSEÑANZA
O000511_19339|EU|19339-OTROS ACTIV. ENSEÑANZA
O000511_1934|ES|1934 -ENSEÑANZA FUERA ESTABLECIMIENTO PERMANEN
O000511_1934|EU|1934 -ENSEÑANZA FUERA ESTABLECIMIENTO PERMANEN
O000511_19351|ES|19351-COLEGIOS MAYORES
O000511_19351|EU|19351-COLEGIOS MAYORES
O000511_19352|ES|19352-RESIDENCIAS DE ESTUDIANTES
O000511_19352|EU|19352-RESIDENCIAS DE ESTUDIANTES
O000511_1936|ES|1936 -INVESTIGACION CIENTIFICA Y TECNICA
O000511_1936|EU|1936 -INVESTIGACION CIENTIFICA Y TECNICA
O000511_19361|ES|19361-INVESTIGACION CC. EXACTAS Y NATURALES
O000511_19361|EU|19361-INVESTIGACION CC. EXACTAS Y NATURALES
O000511_19362|ES|19362-INVESTIGACION CC. MEDICAS
O000511_19362|EU|19362-INVESTIGACION CC. MEDICAS
O000511_19363|ES|19363-INVESTIGACIONES AGRARIAS
O000511_19363|EU|19363-INVESTIGACIONES AGRARIAS
O000511_19364|ES|19364-INVEST. CC. SOCIALES,HUMANIDADES
O000511_19364|EU|19364-INVEST. CC. SOCIALES,HUMANIDADES
O000511_19365|ES|19365-INVESTIGACION TECNICA INDUSTRIAL
O000511_19365|EU|19365-INVESTIGACION TECNICA INDUSTRIAL
O000511_19369|ES|19369-OTRAS INVESTIGACIONES CIENTIFICAS NCOP
O000511_19369|EU|19369-OTRAS INVESTIGACIONES CIENTIFICAS NCOP
O000511_19411|ES|19411-HOSPITALES GENERALES
O000511_19411|EU|19411-HOSPITALES GENERALES
O000511_19412|ES|19412-HOSPITALES ESPECIALIZADOS
O000511_19412|EU|19412-HOSPITALES ESPECIALIZADOS
O000511_19421|ES|19421-CONSULTORIOS MEDICOS, SANITARIOS...
O000511_19421|EU|19421-CONSULTORIOS MEDICOS, SANITARIOS...
O000511_19422|ES|19422-BALNEARIOS Y BAñOS
O000511_19422|EU|19422-BALNEARIOS Y BAñOS
O000511_19429|ES|19429-OTROS SERV. SANITARIOS
O000511_19429|EU|19429-OTROS SERV. SANITARIOS
O000511_1943|ES|1943 -CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.
O000511_1943|EU|1943 -CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.
O000511_1944|ES|1944 -SERV. NATUROPARIA,ACUPUNTURA,PARASANIT.
O000511_1944|EU|1944 -SERV. NATUROPARIA,ACUPUNTURA,PARASANIT.
O000511_1945|ES|1945 -CONSULTAS Y CLINICAS VETERINARIAS
O000511_1945|EU|1945 -CONSULTAS Y CLINICAS VETERINARIAS
O000511_1951|ES|1951 -ASISTENCIA Y SERV. SOCIALES DISMINUIDOS
O000511_1951|EU|1951 -ASISTENCIA Y SERV. SOCIALES DISMINUIDOS
O000511_1952|ES|1952 -ASIST. Y SERV. DISMINUIDOS NO RESIDENC.
O000511_1952|EU|1952 -ASIST. Y SERV. DISMINUIDOS NO RESIDENC.
O000511_19611|ES|19611-PRODUCCION PELICULAS CINEMATOGRAFICAS
O000511_19611|EU|19611-PRODUCCION PELICULAS CINEMATOGRAFICAS
O000511_19612|ES|19612-DOBLAJE, MONTAJE DE PELICULAS
O000511_19612|EU|19612-DOBLAJE, MONTAJE DE PELICULAS
O000511_19613|ES|19613-DECORACIONES ESCENICAS PELICULAS
O000511_19613|EU|19613-DECORACIONES ESCENICAS PELICULAS
O000511_19621|ES|19621-DISTRIBUCION Y VENTA DE PELICULAS
O000511_19621|EU|19621-DISTRIBUCION Y VENTA DE PELICULAS
O000511_19622|ES|19622-DISTRIBUCION Y VTA MAY. PELICULAS
O000511_19622|EU|19622-DISTRIBUCION Y VTA MAY. PELICULAS
O000511_19631|ES|19631-EXHIBICION DE PELICULAS CINEMATOGRAFICAS Y VIDEOS
O000511_19631|EU|19631-EXHIBICION DE PELICULAS CINEMATOGRAFICAS Y VIDEOS
O000511_19632|ES|19632-EXHIBICION PELICULAS AIRE LIBRE
O000511_19632|EU|19632-EXHIBICION PELICULAS AIRE LIBRE
O000511_19633|ES|19633-EXHIBICION PELICULAS SIN ESTABLECIMIENTO
O000511_19633|EU|19633-EXHIBICION PELICULAS SIN ESTABLECIMIENTO
O000511_19634|ES|19634-EXHIBICION PELICULAS ESTABLEC. DISTINTOS
O000511_19634|EU|19634-EXHIBICION PELICULAS ESTABLEC. DISTINTOS
O000511_19641|ES|19641-SERVICIOS DE RADIODIFUSION
O000511_19641|EU|19641-SERVICIOS DE RADIODIFUSION
O000511_19642|ES|19642-SERVICIOS DE TELEVISION
O000511_19642|EU|19642-SERVICIOS DE TELEVISION
O000511_19643|ES|19643-SERV.TRANSMISION Y ENLACE SEñALES TV
O000511_19643|EU|19643-SERV.TRANSMISION Y ENLACE SEñALES TV
O000511_19651|ES|19651-ESPECTACULOS EN SALAS Y LOCALES
O000511_19651|EU|19651-ESPECTACULOS EN SALAS Y LOCALES
O000511_19652|ES|19652-ESPECTACULOS AL AIRE LIBRE
O000511_19652|EU|19652-ESPECTACULOS AL AIRE LIBRE
O000511_19653|ES|19653-ESPECTACULOS FUERA ESTABLECIMIENTO
O000511_19653|EU|19653-ESPECTACULOS FUERA ESTABLECIMIENTO
O000511_19654|ES|19654-EMPRESAS DE ESPECTACULOS
O000511_19654|EU|19654-EMPRESAS DE ESPECTACULOS
O000511_19655|ES|19655-ESPECTACULOS TAURINOS
O000511_19655|EU|19655-ESPECTACULOS TAURINOS
O000511_19661|ES|19661-BIBLIOTECAS Y MUSEOS
O000511_19661|EU|19661-BIBLIOTECAS Y MUSEOS
O000511_19662|ES|19662-ZOOLOGICOS, BOTANICOS Y SIMILARES
O000511_19662|EU|19662-ZOOLOGICOS, BOTANICOS Y SIMILARES
O000511_19669|ES|19669-OTROS SERVICIOS CULTURALES NCOP
O000511_19669|EU|19669-OTROS SERVICIOS CULTURALES NCOP
O000511_19671|ES|19671-INSTALACIONES DEPORTIVAS
O000511_19671|EU|19671-INSTALACIONES DEPORTIVAS
O000511_19672|ES|19672-ESCUELAS Y SERV. PERFECC. DEL DEPORTE
O000511_19672|EU|19672-ESCUELAS Y SERV. PERFECC. DEL DEPORTE
O000511_19673|ES|19673-ALQUILER ARTICULOS DEPORTE EN INST. DEP.
O000511_19673|EU|19673-ALQUILER ARTICULOS DEPORTE EN INST. DEP.
O000511_19681|ES|19681-INSTALAC. CELEB. ESPECTACULOS DEPORTIVOS
O000511_19681|EU|19681-INSTALAC. CELEB. ESPECTACULOS DEPORTIVOS
O000511_19682|ES|19682-ORGANIZACION ESPECTACULOS DEPORTIVOS
O000511_19682|EU|19682-ORGANIZACION ESPECTACULOS DEPORTIVOS
O000511_19683|ES|19683-ORGANIZACION DE ESPECT DEP POR FED ESPAÑOLAS, AUTO Y CLUBES NO PROF
O000511_19683|EU|19683-ORGANIZACION DE ESPECT DEP POR FED ESPAÑOLAS, AUTO Y CLUBES NO PROF
O000511_19691|ES|19691-SALAS DE BAILE Y DISCOTECAS
O000511_19691|EU|19691-SALAS DE BAILE Y DISCOTECAS
O000511_19692|ES|19692-CASINOS DE JUEGO
O000511_19692|EU|19692-CASINOS DE JUEGO
O000511_19693|ES|19693-JUEGOS DE BINGO
O000511_19693|EU|19693-JUEGOS DE BINGO
O000511_19694|ES|19694-MAQUINAS RECREATIVAS Y DE AZAR
O000511_19694|EU|19694-MAQUINAS RECREATIVAS Y DE AZAR
O000511_196941|ES|19694-MAQ TIPO A  O RECREA DEL REGL QUE LAS REG IND DEL LUGAR DONDE FUNCIONA
O000511_196941|EU|19694-MAQ TIPO A  O RECREA DEL REGL QUE LAS REG IND DEL LUGAR DONDE FUNCIONA
O000511_196942|ES|19694-TIT MAQ TIPO A  O RECREA DEL REGL QUE LAS REG IND DEL LUGAR DONDE FUNC
O000511_196942|EU|19694-TIT MAQ TIPO A  O RECREA DEL REGL QUE LAS REG IND DEL LUGAR DONDE FUNC
O000511_196943|ES|19694-MAQ TIPO B  O RECREA DEL REGL QUE LAS REG IND DEL LUGAR DONDE FUNCIONA
O000511_196943|EU|19694-MAQ TIPO B  O RECREA DEL REGL QUE LAS REG IND DEL LUGAR DONDE FUNCIONA
O000511_196944|ES|19694-TIT MAQ TIPO B  O RECREA DEL REGL QUE LAS REG IND DEL LUGAR DONDE FUNC
O000511_196944|EU|19694-TIT MAQ TIPO B  O RECREA DEL REGL QUE LAS REG IND DEL LUGAR DONDE FUNC
O000511_196945|ES|19694-MAQ TIPO C  O RECREA DEL REGL QUE LAS REG IND DEL LUGAR DONDE FUNCIONA
O000511_196945|EU|19694-MAQ TIPO C  O RECREA DEL REGL QUE LAS REG IND DEL LUGAR DONDE FUNCIONA
O000511_196946|ES|19694-TIT MAQ TIPO C  O RECREA DEL REGL QUE LAS REG IND DEL LUGAR DONDE FUNC
O000511_196946|EU|19694-TIT MAQ TIPO C  O RECREA DEL REGL QUE LAS REG IND DEL LUGAR DONDE FUNC
O000511_19695|ES|19695-JUEGOS BILLAR, PING-PONG, BOLOS Y OTROS
O000511_19695|EU|19695-JUEGOS BILLAR, PING-PONG, BOLOS Y OTROS
O000511_19696|ES|19696-SALONES RECREATIVOS Y DE JUEGO
O000511_19696|EU|19696-SALONES RECREATIVOS Y DE JUEGO
O000511_196971|ES|19697-OTRAS MAQ AUTOM CON INDEPENDENCIA DEL LUGAR DONDE SE ENCUENTREN
O000511_196971|EU|19697-OTRAS MAQ AUTOM CON INDEPENDENCIA DEL LUGAR DONDE SE ENCUENTREN
O000511_196972|ES|19697-TIT MAQ AUTOM CON INDEPENDENCIA DEL LUGAR DONDE SE ENCUENTREN
O000511_196972|EU|19697-TIT MAQ AUTOM CON INDEPENDENCIA DEL LUGAR DONDE SE ENCUENTREN
O000511_19711|ES|19711-TINTE,LIMP. SECO, LAVADO Y PLANCHADO
O000511_19711|EU|19711-TINTE,LIMP. SECO, LAVADO Y PLANCHADO
O000511_19712|ES|19712-LIMPIEZA Y TEÑIDO DEL CALZADO
O000511_19712|EU|19712-LIMPIEZA Y TEÑIDO DEL CALZADO
O000511_19713|ES|19713-ZURCIDO Y REPARACION DE ROPAS
O000511_19713|EU|19713-ZURCIDO Y REPARACION DE ROPAS
O000511_19721|ES|19721-SERV. PELUQUERIA SEÑORAS Y CABALLEROS
